,kind,code,class_name,prof,room,date1,date2,start,end
363,전선,PC00023,문화콘텐츠유통과마케팅,전현택,M301,화,목,16:30,17:45
364,전선,XA00004,자료구조,임충규,6109,월,수,15:00,16:15
365,전필,XA00007,컴퓨터그래픽스,임충규,6206,월,수,13:30,14:45
366,전선,XA00009,과정지도3-1,김덕봉,6201,화,,18:00,18:50
367,전선,XA00014,컴퓨터네트워크,정연식,M406,화,목,15:00,16:15
369,전선,XA00030,졸업지도1,김덕봉,6201,수,,18:00,18:50
370,전필,XA00034,컴퓨터공학캡스톤디자인,임충규,6109,목,,09:00,11:50
372,전선,XA00038,크로스플랫폼모바일프로그래밍,정연식,6109,화,목,13:30,14:45
373,전선,XA00039,임베디드리눅스,정연식,6201,수,,09:00,11:50
374,"전필, 전선",XB00001,운영체제,김덕봉,M402,화,,09:00,11:50
375,"전선, 전필",XE00002,머신러닝,홍성준,6405,화,목,12:00,13:15
377,전필,XB00002,자료구조,노은하,6201,금,,15:00,17:50
379,전필,XB00007,알고리즘,노은하,6201,화,목,12:00,13:15
380,전필,XB00007,알고리즘,노은하,6201,화,목,13:30,14:45
381,전선,XB00008,웹프로그래밍,이승진,6202,월,,09:00,11:50
382,전선,XB00011,고급Java프로그래밍,문성현,6202,금,,09:00,11:50
383,전선,XB00012,모바일프로그래밍,이승진,6202,월,수,13:30,14:45
384,전선,XB00014,컴퓨터네트워크,유상신,3301,화,목,16:30,17:45
385,전선,XB00015,프론트엔드개발,이승진,6202,월,수,15:00,16:15
386,전선,XB00017,하이브리드앱프로그래밍,문성현,6202,금,,12:00,14:50
387,전선,XB00020,Python프로젝트,류석,6206,월,,09:00,11:50
388,전선,XB00021,Python프로그래밍,박경호,6206,금,,09:00,11:50
389,전선,XB00025,인공지능,김명철,6206,목,,09:00,11:50
390,전선,XB00027,백엔드프레임워크,이승진,6202,월,수,16:30,17:45
391,전선,XB00030,웹개발입문,이해신,6202,목,,09:00,11:50
393,전필,XB00032,졸업지도,유상신,M402,화,,18:00,18:50
394,전선,XB00033,소프트웨어캡스톤디자인,이승진,6206,수,,09:00,11:50
395,전선,XB00037,Java프로그래밍,김선형,6202,화,목,13:30,14:45
397,전선,XB00038,프론트엔드프레임워크,이승진,6202,월,수,12:00,13:15
398,전선,XB00039,사물인터넷캡스톤디자인,유상신,6406,화,,09:00,11:50
399,전선,XC00018,보안시스템,이종현,6406,금,,12:00,14:50
400,전선,XC00008,디지털통신,정인철,6406,월,수,13:30,14:45
401,전선,XC00012,리눅스시스템,박정식,6404,목,,09:00,11:50
402,전선,XC00013,컴퓨터네트워크,박정식,6404,화,목,15:00,16:15
403,전선,XC00015,모바일프로그래밍,이종현,6406,금,,09:00,11:50
406,전선,XC00033,사물인터넷응용,정인철,6406,월,,09:00,11:50
408,전선,XC00035,생활속의보안,이종현,6406,금,,15:00,17:50
409,전필,XC00036,정보통신공학캡스톤디자인,박정식,6404,화,,09:00,11:50
411,전필,XA00030,졸업지도,김덕봉,6201,수,,18:00,18:50
414,전선,XE00004,고급머신러닝,홍성준,6405,목,,09:00,11:50
415,전선,XE00005,고급Python프로그래밍,홍성준,6405,화,,09:00,11:50
416,전선,XE00006,딥러닝프레임워크,이상윤,6405,월,수,13:30,14:45
417,전선,XE00007,확률과랜덤변수,이상윤,6405,월,수,16:30,17:45
